destinazione;marca;alimentazione;data_immatricolazione
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;17/12/1998
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;17/12/1998
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;09/09/2016
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;31/03/2003
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;17/06/2002
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;17/12/2003
AUTOBUS PER TRASPORTO DI PERSONE;IVECO - FIAT;ELETTR;01/01/1992
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;17/12/2003
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;15/03/2002
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;17/06/2002
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;17/06/2002
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;17/06/2002
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;08/03/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;28/01/2009
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;26/06/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;28/01/2009
AUTOBUS PER TRASPORTO DI PERSONE;IVECO - FIAT;ELETTR;11/09/2017
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;28/01/2009
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;26/06/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;26/06/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;08/03/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;22/12/2008
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;22/12/2008
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;22/12/2008
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;22/12/2008
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;16/01/2008
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;28/12/2016
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;21/10/2005
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;08/03/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;08/03/2006
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;08/03/2006
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;22/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;14/12/2009
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;23/11/2004
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;10/02/2015
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;10/02/2015
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;10/02/2015
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;28/05/2015
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;17/01/2005
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;23/11/2004
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;26/05/2005
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;26/05/2005
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;13/05/2013
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;14/05/2015
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;24/06/1999
AUTOBUS PER TRASPORTO DI PERSONE;LAMBORGHINI;ELETTR;01/01/1993
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;02/03/2001
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;02/03/2001
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;02/03/2001
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;24/06/1999
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;28/02/2014
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;28/02/2014
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;22/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;06/12/2004
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;22/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;22/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;22/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;13/12/2004
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;13/10/2004
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;04/12/2009
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;04/12/2009
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;04/12/2009
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;04/12/2009
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;09/08/2012
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;28/01/2011
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;28/01/2011
AUTOBUS PER TRASPORTO DI PERSONE;IVECO - FIAT;ELETTR;31/01/1990
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;20/09/2011
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;20/09/2011
AUTOBUS PER TRASPORTO DI PERSONE;MERCEDES;ELETTR;10/09/2013
AUTOBUS PER TRASPORTO DI PERSONE;MERCEDES;ELETTR;10/09/2013
AUTOBUS PER TRASPORTO DI PERSONE;MERCEDES;ELETTR;10/09/2013
AUTOBUS PER TRASPORTO DI PERSONE;MERCEDES;ELETTR;10/09/2013
AUTOBUS PER TRASPORTO DI PERSONE;MERCEDES;ELETTR;10/09/2013
AUTOBUS PER TRASPORTO DI PERSONE;IVECO - FIAT;ELETTR;06/02/2013
AUTOBUS PER TRASPORTO DI PERSONE;IVECO - FIAT;ELETTR;06/02/2013
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;30/01/2008
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;30/01/2008
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;30/01/2008
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;20/08/2009
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;13/07/2009
AUTOBUS PER TRASPORTO DI PERSONE;MENARINI;ELETTR;20/08/2009
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;02/10/2017
AUTOBUS PER TRASPORTO DI PERSONE;;ELETTR;02/10/2017
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;18/03/2010
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;18/03/2010
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;18/03/2010
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;17/03/2016
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;17/03/2005
AUTOBUS PER TRASPORTO DI PERSONE;RFMOTO;ELETTR;17/03/2005
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;07/08/2015
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;17/11/2015
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;02/12/2015
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2002
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;28/05/2012
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;24/01/2005
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;24/01/2005
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;30/05/2012
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;23/07/2002
AUTOCARRO PER TRASPORTO DI COSE;EFFEDI;ELETTR;07/11/1994
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;22/02/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;18/10/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;13/01/2016
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;18/10/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;18/10/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;18/10/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;11/12/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;11/12/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;11/12/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;16/03/2015
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;26/11/1996
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;25/09/1997
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;25/09/1997
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;25/09/1997
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;25/09/1997
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;24/09/1997
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;24/09/1997
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;23/07/2002
AUTOCARRO PER TRASPORTO DI COSE;CITROEN;ELETTR;09/06/1997
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;22/06/2017
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;05/03/2004
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;05/03/2004
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;07/08/2014
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;03/10/2014
AUTOCARRO PER TRASPORTO DI COSE;PEUGEOT;ELETTR;11/10/2017
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;08/11/2012
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2001
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;17/09/2015
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;06/05/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;16/05/2016
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;16/05/2016
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2001
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/02/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;16/07/2008
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;07/03/2014
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/04/2014
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;29/10/2012
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;29/12/2004
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/02/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;31/07/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;31/07/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;31/07/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;30/07/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;11/03/2009
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;19/06/2008
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;18/04/2012
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;18/05/2012
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;29/05/2012
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;01/10/2010
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;22/06/2012
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;15/03/2007
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;24/02/2003
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/06/2016
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/08/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/08/2003
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;28/02/2001
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;27/04/2001
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/05/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2004
AUTOCARRO PER TRASPORTO DI COSE;CITROEN;ELETTR;05/06/2001
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2004
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;21/07/1994
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;24/11/1994
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;11/06/1997
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;14/06/2005
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;25/11/1994
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;28/03/2014
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2004
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;31/07/2014
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;09/11/2004
AUTOCARRO PER TRASPORTO DI COSE;PEUGEOT;ELETTR;06/09/2017
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;08/10/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/12/2016
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;06/02/2006
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;30/10/2012
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;17/12/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;05/11/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;08/11/2012
AUTOCARRO PER TRASPORTO DI COSE;GIOTTI VICTORIA;ELETTR;09/03/2011
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;09/03/2011
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;09/03/2011
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;21/10/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;17/11/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;20/09/2006
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/06/2015
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;03/06/2003
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;22/11/2006
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;16/07/2015
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;12/06/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/06/2003
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;10/11/2006
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;26/07/2001
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;01/12/2000
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;26/07/2001
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;15/06/2000
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;15/06/2000
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;22/12/2000
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;10/08/2009
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/11/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/01/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;24/06/2008
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;27/04/2012
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;24/05/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;23/12/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;28/02/1997
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;07/06/2012
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;07/06/2012
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;30/05/2012
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;07/06/2005
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;29/10/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;14/04/2003
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;31/05/2016
AUTOCARRO PER TRASPORTO DI COSE;PEUGEOT;ELETTR;06/06/2016
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;16/06/2016
AUTOCARRO PER TRASPORTO DI COSE;PEUGEOT;ELETTR;12/07/2016
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;24/04/2003
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;01/09/2000
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;26/07/2001
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;26/07/2001
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;03/10/2000
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;07/05/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;28/03/2002
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;08/08/2000
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;08/08/2000
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;26/09/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;26/09/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;21/11/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;13/11/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/11/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;03/03/2004
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/12/2015
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;24/04/2003
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;12/03/2004
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;12/03/2004
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;12/03/2004
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;21/03/2008
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;01/01/1996
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;14/05/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;12/11/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;12/11/2003
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;17/07/2008
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;17/03/2015
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;17/03/2015
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;26/11/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;04/07/2006
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;04/07/2006
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;10/07/2008
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;23/03/2010
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;29/05/2015
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;03/12/2007
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;17/03/2008
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;31/07/2007
AUTOCARRO PER TRASPORTO DI COSE;EFFEDI;ELETTR;07/07/2000
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/02/2008
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;13/03/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/02/2008
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;23/03/2010
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;01/02/2008
AUTOCARRO PER TRASPORTO DI COSE;FIAT - INNOCENTI;ELETTR;25/05/1992
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;27/09/1995
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;29/06/1998
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;13/07/1994
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;20/09/2006
AUTOCARRO PER TRASPORTO DI COSE;LAMBORGHINI;ELETTR;17/01/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;21/09/2004
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;30/08/2004
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;26/09/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;26/09/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;30/01/2002
AUTOCARRO PER TRASPORTO DI COSE;;ELETTR;18/02/2002
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;17/12/2001
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;18/06/2008
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;14/05/2014
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;04/07/2006
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;13/05/2014
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;15/05/2014
AUTOCARRO PER TRASPORTO DI COSE;EFFEDI;ELETTR;08/05/2003
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;10/11/2006
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;30/05/2014
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;10/11/2006
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;10/11/2006
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;07/08/2014
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;24/05/2004
AUTOCARRO PER TRASPORTO DI COSE;RENAULT;ELETTR;28/06/2013
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;30/09/2014
AUTOCARRO PER TRASPORTO DI COSE;RFMOTO;ELETTR;13/09/2017
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;21/02/2007
AUTOCARRO PER TRASPORTO DI COSE;NISSAN;ELETTR;25/09/2014
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;21/02/2007
AUTOCARRO PER TRASPORTO DI COSE;PIAGGIO;ELETTR;28/03/2006
